Patient_ID,First_Name,Last_Name,SSN,Age,Gender,Blood_Type,Admission_Type,Diagnosis,Systolic_BP,Diastolic_BP,Heart_Rate,Glucose_Level,BMI,Readmission_Risk
PID-5447,William,Steele,821-85-6493,34,Male,B-,Elective,COPD,99,92,72,130.63,35.3,Moderate
PID-5448,Kimberly,Fernandez,029-05-9047,29,Male,A-,Urgent,COPD,155,69,80,113.83,,Low
PID-5449,Lacey,Hinton,667-41-2308,69,Female,B+,Emergency,COPD,150,85,74,135.48,25.9,Moderate
PID-5450,Ashley,Ramirez,772-75-0822,82,Male,O+,Urgent,Pneumonia,115,80,100,82.6,27.8,Moderate
PID-5451,Eric,Ballard,092-83-7984,59,Male,B+,Emergency,Heart Failure,121,109,100,67.81,23.8,Moderate
PID-5452,Samuel,Mitchell,477-34-3086,41,Male,AB+,Urgent,Hypertension,102,70,74,79.26,23.1,Low
PID-5453,Victoria,Turner,862-41-0958,72,Female,B+,Emergency,Pneumonia,105,103,76,103.3,28.0,Low
PID-5454,Eric,Herrera,811-47-0769,54,Female,AB+,Elective,Hypertension,149,72,83,133.94,19.9,Low
PID-5455,Frank,Briggs,625-36-6917,36,Male,A-,Emergency,Diabetes Type 2,117,66,104,149.65,30.9,Low
PID-5456,Peter,White,770-44-2613,80,Female,B+,Emergency,Asthma,126,75,95,99.33,27.7,Moderate
PID-5457,James,Anderson,157-80-3831,53,Female,B-,Emergency,Pneumonia,146,92,108,152.55,,Low
PID-5458,Albert,Smith,339-52-9399,58,Male,O+,Emergency,Pneumonia,169,114,93,139.19,23.9,Low
PID-5459,Victoria,Lewis,899-02-3764,49,Female,B-,Urgent,Heart Failure,117,88,84,170.89,26.0,Moderate
PID-5460,Andrew,Gonzalez,419-60-7225,78,Male,A-,Emergency,Pneumonia,133,97,79,89.16,27.5,Moderate
PID-5461,Carlos,Schwartz,687-55-7476,68,Female,A+,Urgent,Pneumonia,144,73,98,122.06,37.7,Low
PID-5462,Michael,Cabrera,449-55-2327,64,Male,B+,Emergency,Heart Failure,110,74,95,137.82,24.3,Moderate
PID-5463,Kimberly,Lynch,356-97-5165,27,Female,O-,Urgent,Diabetes Type 2,112,77,108,102.2,30.4,Low
PID-5464,John,Goodman,178-36-6066,69,Female,A+,Elective,Asthma,135,102,72,123.58,,Low
PID-5465,Jason,Miller,178-30-9531,62,Female,A-,Urgent,Hypertension,145,64,96,105.72,29.7,Low
PID-5466,Angela,Green,500-22-3851,51,Female,B-,Emergency,Heart Failure,150,82,75,166.07,39.5,Moderate
PID-5467,Anthony,Nelson,812-17-0765,45,Female,B-,Emergency,Asthma,159,72,102,47.35,30.1,Low
PID-5468,David,Phillips,070-75-0269,80,Male,B-,Elective,Asthma,162,116,75,130.41,25.5,Moderate
PID-5469,Christopher,Robbins,168-85-2170,62,Male,A-,Elective,COPD,135,72,84,144.26,25.3,Moderate
PID-5470,Kelly,Ibarra,060-57-6777,18,Female,AB+,Elective,Asthma,162,63,87,109.34,25.2,Low
PID-5471,Sabrina,Green,560-60-1665,52,Female,A+,Emergency,Diabetes Type 2,135,79,61,171.07,34.7,Low
PID-5472,Marie,Alvarez,652-89-8114,59,Male,AB-,Emergency,Pneumonia,166,89,91,119.8,21.2,Low
PID-5473,Manuel,Green,109-80-9843,43,Male,O+,Elective,Hypertension,137,78,78,156.91,,Low
PID-5474,Shari,White,271-07-6330,29,Female,AB+,Elective,Heart Failure,156,114,77,79.21,26.4,Low
PID-5475,Michael,Weaver,550-57-2525,69,Female,O+,Elective,Heart Failure,164,98,85,85.12,27.0,Moderate
PID-5476,Kristina,Harrison,152-44-8287,65,Male,A+,Urgent,Pneumonia,142,68,64,75.13,35.9,Low
PID-5477,Monica,Brown,160-41-9811,80,Male,A-,Urgent,Diabetes Type 2,119,92,103,60.08,33.9,Moderate
PID-5478,Billy,Sosa,801-89-5624,82,Male,B-,Urgent,Asthma,125,65,96,121.41,18.9,Moderate
PID-5479,Paul,Chang,289-92-4174,76,Female,B+,Elective,Pneumonia,127,110,84,192.69,22.2,Moderate
PID-5480,Robin,Hardy,151-32-7954,50,Female,A-,Elective,COPD,102,97,83,78.55,28.4,Moderate
PID-5481,John,Lopez,588-99-1251,77,Female,O-,Emergency,Diabetes Type 2,146,102,62,71.65,24.6,Moderate
PID-5482,Laura,Garcia,087-12-0773,66,Female,B-,Elective,Asthma,174,108,101,115.54,21.3,Low
PID-5483,David,Ellis,526-06-3862,68,Male,O-,Emergency,Hypertension,103,69,92,91.66,,Low
PID-5484,Heidi,Haas,567-54-0820,26,Male,A-,Urgent,Diabetes Type 2,107,72,76,143.44,28.5,Low
PID-5485,Elizabeth,Macdonald,076-59-0811,40,Female,A-,Urgent,Pneumonia,130,98,81,154.32,38.5,Low
PID-5486,Michelle,Washington,711-05-3696,59,Male,B+,Urgent,Asthma,137,112,77,135.67,37.8,Low
PID-5487,Carmen,Gomez,602-80-4126,64,Female,A+,Elective,COPD,141,91,74,109.44,22.3,Moderate
PID-5488,Heather,Thompson,326-95-1793,40,Female,A+,Emergency,Pneumonia,148,64,81,84.02,38.7,Low
PID-5489,Troy,Thompson,146-64-6354,18,Male,A+,Elective,Diabetes Type 2,152,108,106,142.49,23.0,Low
PID-5490,Kaitlyn,Wright,571-59-2979,65,Male,A-,Emergency,Pneumonia,108,73,62,147.61,18.7,Low
PID-5491,Frank,Ward,297-20-2365,87,Male,A-,Emergency,Heart Failure,132,65,94,113.75,19.5,High
PID-5492,Daniel,Thompson,696-42-4271,89,Male,B+,Urgent,Diabetes Type 2,148,62,64,88.76,32.5,Moderate
PID-5493,Brittany,Lucas,871-25-3200,69,Female,AB-,Emergency,Pneumonia,155,116,66,95.63,34.6,Low
PID-5494,Jody,Smith,553-26-3316,23,Female,AB-,Emergency,COPD,96,103,77,178.65,36.4,Low
PID-5495,Theresa,Phillips,454-03-4993,80,Female,AB-,Emergency,Heart Failure,157,110,72,101.14,27.8,High
PID-5496,Wayne,Stone,521-77-9505,68,Female,O+,Urgent,Hypertension,123,87,68,120.74,,Low
PID-5497,Sandra,Smith,476-03-2724,26,Female,B+,Emergency,Asthma,102,77,97,124.89,38.8,Low
PID-5498,Alex,Brooks,700-49-8315,48,Female,AB+,Elective,Diabetes Type 2,131,101,69,141.11,31.5,Low
PID-5499,Gabrielle,Jones,785-41-3105,80,Male,A-,Elective,Pneumonia,146,60,100,108.96,37.9,Moderate
PID-5500,Kristin,West,264-80-2977,23,Female,B-,Urgent,Heart Failure,96,68,96,80.96,35.1,Low
PID-5501,Ray,Walters,215-21-9794,75,Male,B-,Elective,Hypertension,176,119,101,136.03,37.0,Low
PID-5502,Joyce,Gutierrez,275-24-7412,64,Female,O-,Elective,Pneumonia,135,82,63,103.76,20.2,Low
PID-5503,Samantha,Wells,814-22-2622,57,Male,A-,Urgent,Hypertension,165,76,91,127.99,24.5,Low
PID-5504,Rhonda,Bradley,018-54-1320,22,Female,B+,Elective,Asthma,129,77,80,117.61,32.4,Low
PID-5505,Norma,Bailey,086-19-9906,70,Male,O+,Elective,COPD,109,118,80,126.9,33.3,Moderate
PID-5506,Dennis,Valdez,587-93-2584,68,Female,O+,Emergency,Hypertension,114,63,69,174.87,22.5,Low
PID-5507,Edward,Mitchell,074-42-6726,54,Female,O-,Elective,Pneumonia,160,112,97,98.6,33.9,Low
PID-5508,Jeffery,Hernandez,326-41-9529,89,Female,AB+,Urgent,COPD,148,116,85,123.74,35.6,High
PID-5509,Richard,Graham,475-86-2526,84,Female,B+,Urgent,Pneumonia,175,114,97,127.74,32.6,Moderate
PID-5510,Debbie,Jackson,638-93-4861,35,Male,A+,Emergency,Hypertension,165,90,98,142.73,27.0,Low
PID-5511,Elizabeth,Finley,044-56-6177,31,Male,AB+,Urgent,COPD,147,103,77,90.31,22.1,Low
PID-5512,Charles,Alvarado,639-66-0444,79,Female,B+,Emergency,Diabetes Type 2,134,75,96,165.82,35.3,Moderate
PID-5513,Debbie,Arnold,100-25-3355,29,Female,AB+,Emergency,Diabetes Type 2,107,86,85,153.28,28.1,Low
PID-5514,Jennifer,Walker,552-98-0663,75,Female,O+,Urgent,Asthma,170,110,91,151.42,26.0,Low
PID-5515,Bradley,Berry,873-29-2573,41,Male,A-,Elective,Diabetes Type 2,116,74,87,118.32,35.1,Low
PID-5516,Caleb,Day,182-20-1547,83,Female,AB-,Emergency,Hypertension,140,68,109,100.05,34.6,Moderate
PID-5517,Stephanie,Thompson,079-48-4851,39,Male,O+,Urgent,Pneumonia,109,92,64,73.72,30.6,Low
PID-5518,William,Buck,116-92-6103,49,Female,A-,Emergency,Asthma,119,86,85,120.48,30.8,Low
PID-5519,Amanda,Kane,557-54-8779,21,Female,A-,Urgent,Diabetes Type 2,156,113,102,127.44,32.2,Low
PID-5520,Victor,Morales,009-14-9550,33,Male,O+,Emergency,Pneumonia,160,98,81,128.49,37.7,Low
PID-5521,Daniel,Murphy,570-69-0959,58,Female,AB+,Urgent,Asthma,117,103,78,129.24,39.9,Low
PID-5522,Pedro,Zhang,769-18-0016,89,Male,A-,Urgent,Asthma,114,97,97,199.11,24.5,Moderate
PID-5523,Brad,Price,584-65-8157,53,Female,A+,Elective,COPD,135,88,94,163.37,21.0,Moderate
PID-5524,Scott,Warren,251-41-8533,71,Male,A-,Emergency,Hypertension,110,80,87,191.64,24.7,Low
PID-5525,Mark,Doyle,398-82-6582,28,Male,B+,Elective,Pneumonia,177,119,78,111.53,26.6,Low
PID-5526,Juan,Berg,767-40-1946,54,Female,B+,Emergency,Pneumonia,149,62,93,125.66,23.5,Low
PID-5527,Caitlin,Ramsey,223-38-2954,51,Male,O+,Emergency,Asthma,173,103,98,134.91,24.4,Low
PID-5528,Daniel,Thomas,447-19-2934,59,Female,B-,Elective,Pneumonia,124,70,79,119.92,39.9,Low
PID-5529,Charles,White,313-89-1048,67,Female,A+,Emergency,Pneumonia,102,106,94,132.33,29.4,Low
PID-5530,Brandon,Martin,260-69-3555,82,Male,O-,Urgent,Pneumonia,177,86,77,141.78,31.0,Moderate
PID-5531,Laura,Rodriguez,751-63-8374,22,Male,A-,Elective,Pneumonia,122,99,64,164.78,,Low
PID-5532,Sally,Carroll,883-90-1834,53,Male,AB+,Elective,Diabetes Type 2,166,76,72,120.54,33.8,Low
PID-5533,Christopher,Huffman,458-20-6657,54,Male,O-,Urgent,Pneumonia,90,119,62,76.49,37.2,Low
PID-5534,Brianna,Wheeler,628-36-9427,63,Female,O+,Emergency,Asthma,137,87,63,135.75,23.7,Low
PID-5535,Hannah,Davis,165-66-3264,80,Male,O+,Emergency,Asthma,124,67,64,114.87,25.5,Moderate
PID-5536,Daniel,Dunn,059-29-7078,28,Female,A+,Urgent,Asthma,129,60,67,114.55,27.1,Low
PID-5537,Robert,Smith,705-96-2755,65,Male,AB+,Urgent,COPD,102,101,108,136.54,33.4,Moderate
PID-5538,Jasmin,Brown,357-26-2643,42,Female,A+,Urgent,Hypertension,112,110,106,140.12,27.8,Low
PID-5539,Amber,Lee,406-25-1579,79,Male,AB-,Emergency,Heart Failure,90,69,109,85.83,29.6,High
PID-5540,Adam,Welch,335-23-4427,89,Male,A-,Emergency,Asthma,92,78,61,108.3,22.8,Moderate
PID-5541,John,Moreno,241-71-0032,20,Male,O-,Urgent,COPD,124,93,80,89.56,36.8,Low
PID-5542,Savannah,Tran,166-54-2801,49,Female,O-,Urgent,Diabetes Type 2,107,93,97,105.62,39.4,Low
PID-5543,Donna,Cunningham,627-08-0978,84,Male,A-,Elective,Heart Failure,170,105,98,89.16,30.6,High
PID-5544,Shannon,Ferguson,443-21-7494,55,Male,A-,Urgent,COPD,129,78,78,79.91,33.0,Moderate
PID-5545,Katelyn,Mahoney,879-30-2906,81,Male,B-,Urgent,Diabetes Type 2,146,99,94,93.69,36.2,Moderate
PID-5546,Megan,Haney,212-65-9985,56,Female,O-,Elective,Hypertension,113,99,102,137.41,30.1,Low
PID-5547,Patricia,Nunez,209-28-7925,75,Male,AB-,Emergency,Heart Failure,90,102,98,149.38,,Moderate
PID-5548,Rick,Burgess,518-44-1869,27,Female,A-,Emergency,COPD,91,75,96,115.08,38.3,Low
PID-5549,Nicole,Richmond,831-97-6595,81,Female,A+,Urgent,COPD,121,68,70,140.44,26.3,High
PID-5550,Gregory,Gibson,254-56-9047,47,Female,O-,Urgent,Hypertension,104,118,107,58.69,,Low
PID-5551,Kevin,Waters,001-10-3111,77,Male,AB+,Urgent,Asthma,157,116,75,146.3,30.3,Moderate
PID-5552,Eric,Wagner,161-26-3697,71,Male,B-,Elective,Diabetes Type 2,148,83,81,95.52,20.5,Low
PID-5553,Jennifer,Hernandez,690-70-8325,39,Male,O+,Urgent,Pneumonia,164,95,103,94.53,,Low
PID-5554,Jessica,Walker,192-60-9832,46,Female,O+,Urgent,COPD,144,101,91,105.4,20.3,Moderate
PID-5555,Jessica,Brown,489-42-0325,62,Female,O+,Urgent,Hypertension,176,91,105,151.0,28.5,Low
PID-5556,Richard,Huang,505-50-1557,72,Female,AB-,Emergency,Heart Failure,132,118,81,141.67,19.1,Moderate
PID-5557,Debra,Henderson,645-93-6066,46,Male,AB-,Urgent,Diabetes Type 2,129,99,104,94.67,35.6,Low
PID-5558,Margaret,Jackson,651-69-8564,62,Male,AB-,Emergency,Pneumonia,106,97,61,66.14,20.0,Low
PID-5559,Craig,Pena,273-32-1230,80,Female,B+,Elective,Hypertension,94,84,68,92.89,24.0,Moderate
PID-5560,Christine,Mcdonald,456-53-1914,39,Female,B-,Emergency,Pneumonia,152,94,79,131.33,39.7,Low
PID-5561,Steven,Gordon,114-46-9723,80,Female,AB+,Emergency,Diabetes Type 2,163,99,76,133.31,39.6,Moderate
PID-5562,Robert,Castaneda,659-32-8865,49,Male,B-,Urgent,COPD,112,70,72,121.67,18.6,Moderate
PID-5563,Heather,Bell,510-23-0273,49,Female,A-,Emergency,COPD,136,61,80,139.94,,Moderate
PID-5564,Vicki,Short,155-90-6403,69,Female,O+,Urgent,Pneumonia,177,83,73,113.2,36.9,Low
PID-5565,Nicholas,Dominguez,842-52-8747,71,Male,AB-,Emergency,Pneumonia,104,88,95,140.18,,Low
PID-5566,Patrick,Jackson,891-46-9417,45,Male,A-,Elective,Hypertension,148,110,68,99.08,24.2,Low
PID-5567,Maria,Taylor,459-27-5048,21,Female,O+,Urgent,Asthma,95,85,99,110.97,33.0,Low
PID-5568,Christina,Watkins,167-44-5344,33,Male,AB-,Emergency,Diabetes Type 2,127,108,60,102.35,33.5,Low
PID-5569,Jeffrey,Nelson,446-81-0148,61,Male,A+,Elective,Pneumonia,101,65,66,102.41,,Low
PID-5570,Kathryn,Rojas,140-75-9959,89,Male,O-,Elective,Hypertension,92,108,80,122.4,33.2,Moderate
PID-5571,Andrew,Adams,487-19-6751,68,Male,O+,Emergency,Heart Failure,150,108,99,162.05,22.0,Moderate
PID-5572,Rodney,Hinton,312-09-7175,84,Male,AB-,Elective,COPD,169,71,74,83.2,20.5,High
PID-5573,Audrey,Sanders,023-72-0064,54,Male,A-,Elective,Diabetes Type 2,166,102,96,114.43,28.0,Low
PID-5574,Angela,Larson,315-88-8160,46,Female,B+,Emergency,Pneumonia,118,108,70,144.66,34.6,Low
PID-5575,Jonathan,Bell,633-74-4657,34,Female,A-,Elective,COPD,178,92,68,169.86,34.4,Moderate
PID-5576,Richard,Jones,522-25-9966,85,Male,A+,Urgent,Heart Failure,162,105,74,166.79,20.5,High
PID-5577,Laurie,Boone,116-53-7571,80,Female,B-,Urgent,Diabetes Type 2,130,112,63,85.59,32.8,Moderate
PID-5578,John,Combs,532-81-5626,26,Male,AB+,Elective,Hypertension,140,107,75,110.1,35.7,Low
PID-5579,Jamie,Quinn,550-69-1751,32,Female,O+,Elective,Hypertension,100,99,107,113.57,20.0,Low
PID-5580,Wendy,Carter,599-69-0459,64,Male,A-,Elective,Hypertension,109,93,81,143.92,26.2,Low
PID-5581,Joseph,Stewart,812-78-2731,38,Female,A+,Urgent,Diabetes Type 2,150,72,83,73.83,20.4,Low
PID-5582,Elizabeth,Robertson,404-02-5353,28,Female,AB+,Urgent,Heart Failure,136,61,65,102.87,19.3,Low
PID-5583,Tammie,Wilson,033-21-6529,53,Male,A+,Emergency,Heart Failure,112,86,83,90.84,26.3,Moderate
PID-5584,Donald,Ellis,407-52-4750,44,Female,B-,Urgent,Hypertension,110,108,72,164.73,,Low
PID-5585,Angela,Winters,019-70-2936,78,Male,AB+,Emergency,Heart Failure,131,82,68,160.66,33.4,High
PID-5586,Joseph,Bass,368-67-1711,53,Female,O-,Urgent,Asthma,144,105,75,152.84,29.6,Low
PID-5587,Kayla,Smith,899-70-9391,36,Male,B+,Elective,Diabetes Type 2,102,76,73,153.99,35.2,Low
PID-5588,Angela,Golden,824-06-5405,60,Female,O+,Emergency,Asthma,137,102,88,148.27,35.2,Low
PID-5589,Timothy,Estrada,554-71-3883,51,Male,AB+,Emergency,COPD,166,69,67,150.73,24.9,Moderate
PID-5590,Christine,Doyle,269-96-1737,73,Female,B+,Emergency,Hypertension,148,91,78,94.59,32.7,Low
PID-5591,Angela,Perry,887-31-0239,50,Female,B-,Emergency,Asthma,90,98,87,128.76,34.9,Low
PID-5592,Edward,Choi,808-48-0209,87,Male,B-,Elective,Asthma,141,103,79,172.61,36.9,Moderate
PID-5593,Brandon,Lewis,696-45-6396,70,Female,O+,Urgent,Heart Failure,107,87,63,112.0,32.9,Moderate
PID-5594,Kathleen,Powell,607-77-5831,23,Male,O+,Urgent,Diabetes Type 2,98,79,104,116.62,34.1,Low
PID-5595,Deanna,Smith,367-50-4797,77,Female,A+,Elective,COPD,102,114,94,140.46,20.0,High
PID-5596,Colton,Green,579-25-7181,85,Male,O+,Urgent,Hypertension,114,90,106,83.06,29.2,Moderate
PID-5597,Tiffany,Ortega,302-56-7354,43,Male,AB-,Elective,Pneumonia,150,117,69,112.68,32.8,Low
PID-5598,Ashley,Shaw,492-93-0320,39,Female,AB-,Emergency,Pneumonia,142,80,94,163.12,25.3,Low
PID-5599,Desiree,Schmidt,166-54-0573,83,Male,B-,Urgent,Heart Failure,104,104,83,65.03,27.3,High
PID-5600,Anthony,Welch,209-55-6101,41,Male,O-,Elective,Hypertension,177,99,107,79.1,37.0,Low
PID-5601,Pamela,Martinez,237-35-4844,28,Male,B-,Urgent,Hypertension,179,60,89,162.35,25.7,Low
PID-5602,Kevin,Novak,135-77-9754,43,Female,O-,Emergency,Heart Failure,142,106,68,112.5,37.1,Moderate
PID-5603,Sharon,Long,281-86-5619,33,Female,AB-,Elective,Heart Failure,127,70,84,131.97,25.4,Low
PID-5604,Stephanie,Hansen,411-48-2701,76,Female,A+,Emergency,Pneumonia,118,75,105,142.7,23.4,Moderate
PID-5605,Kevin,Johnson,146-17-1915,38,Female,B+,Elective,Diabetes Type 2,146,71,108,102.81,19.8,Low
PID-5606,Mario,Cooper,612-56-7827,80,Female,B+,Elective,Asthma,95,112,63,101.49,33.8,Moderate
PID-5607,Derrick,Randolph,787-23-3019,21,Male,B+,Emergency,Pneumonia,147,96,66,145.4,37.9,Low
PID-5608,Sheila,White,624-02-5436,68,Male,A-,Emergency,Heart Failure,168,94,109,115.42,32.4,Moderate
PID-5609,Joe,Frederick,664-85-4832,30,Female,O-,Elective,Hypertension,123,119,104,98.59,19.2,Low
PID-5610,Scott,Johnson,511-40-7871,49,Female,O+,Emergency,Pneumonia,101,111,72,107.29,23.1,Low
PID-5611,Rachel,Torres,296-88-5336,64,Female,AB-,Emergency,Diabetes Type 2,139,113,91,128.68,29.3,Low
PID-5612,Nathan,Walker,448-42-2798,55,Female,B-,Emergency,COPD,102,71,81,130.51,29.7,Moderate
PID-5613,Cole,Holloway,238-69-3691,74,Male,A+,Emergency,Heart Failure,123,78,68,103.73,30.5,Moderate
PID-5614,Larry,Burns,084-18-4710,50,Male,A+,Emergency,Diabetes Type 2,116,104,61,109.06,35.1,Low
PID-5615,Mason,Bailey,105-22-9764,23,Male,AB+,Emergency,Pneumonia,103,86,97,133.19,31.3,Low
PID-5616,Brian,Figueroa,404-17-3029,21,Female,A-,Emergency,Heart Failure,147,85,68,148.64,18.6,Low
PID-5617,Stacey,Arias,070-92-7739,21,Male,O-,Elective,Pneumonia,179,111,77,157.66,24.3,Low
PID-5618,Joel,Maxwell,147-82-7591,76,Male,A-,Elective,Diabetes Type 2,143,100,100,87.83,26.4,Moderate
PID-5619,Troy,Coleman,278-69-8939,56,Female,AB-,Urgent,Pneumonia,96,82,99,81.02,,Low
PID-5620,Jessica,Williamson,570-42-5264,80,Male,B-,Emergency,Hypertension,154,118,100,124.24,25.5,Moderate
PID-5621,Angela,Jackson,599-86-5002,86,Female,AB+,Elective,Diabetes Type 2,140,117,60,156.41,37.7,Moderate
PID-5622,George,Skinner,144-92-5123,89,Male,O-,Emergency,Pneumonia,179,99,74,162.93,39.0,Moderate
PID-5623,Craig,Wilson,515-42-8016,33,Female,B-,Urgent,Heart Failure,169,87,79,117.91,,Low
PID-5624,Micheal,Miller,069-08-5505,52,Male,A+,Urgent,COPD,148,68,99,152.17,21.1,Moderate
PID-5625,Sabrina,Rice,653-07-5952,57,Female,A+,Emergency,Hypertension,172,69,103,122.83,26.9,Low
PID-5626,Kyle,Davis,459-59-5035,41,Female,B-,Urgent,Pneumonia,162,86,66,130.27,38.5,Low
PID-5627,Joseph,Hall,375-82-3520,55,Male,B+,Elective,Heart Failure,133,76,90,146.98,31.7,Moderate
PID-5628,Michael,Thomas,449-68-4847,28,Male,A-,Elective,Diabetes Type 2,94,71,62,95.51,26.2,Low
PID-5629,Daniel,Clarke,473-16-5840,19,Male,O+,Emergency,Hypertension,101,99,61,124.56,34.2,Low
PID-5630,Beverly,Park,585-59-3268,74,Female,O+,Elective,Asthma,136,105,95,118.02,33.6,Low
PID-5631,Jordan,Boone,618-27-0601,79,Female,O-,Emergency,Diabetes Type 2,91,74,70,106.05,36.5,Moderate
PID-5632,Mathew,Freeman,548-04-3642,66,Female,B-,Urgent,Hypertension,176,94,89,150.6,35.5,Low
PID-5633,James,Moreno,432-11-1125,65,Female,O-,Urgent,Pneumonia,112,71,108,134.54,,Low
PID-5634,Haley,Allen,660-67-9845,58,Female,A+,Elective,Hypertension,118,65,82,161.53,23.0,Low
PID-5635,Tina,Simmons,039-66-7774,26,Female,A+,Emergency,Heart Failure,111,63,72,152.56,,Low
PID-5636,William,Preston,832-72-1120,20,Male,A-,Urgent,Asthma,117,85,109,104.94,18.8,Low
PID-5637,Michael,Thompson,557-61-3217,65,Male,A+,Emergency,COPD,177,111,96,103.66,37.7,Moderate
PID-5638,Alec,Wilcox,446-24-5177,29,Male,AB+,Emergency,Hypertension,108,74,89,131.71,25.7,Low
PID-5639,Gabrielle,Edwards,126-57-5010,72,Female,A+,Urgent,Hypertension,117,88,96,125.71,27.0,Low
PID-5640,Ricky,Decker,218-42-3710,56,Male,B-,Emergency,Hypertension,112,111,105,76.95,27.2,Low
PID-5641,Timothy,Shaffer,525-07-1664,71,Male,B-,Elective,Diabetes Type 2,120,117,82,131.51,19.3,Low
PID-5642,William,Boyer,365-55-7838,78,Male,AB-,Elective,Hypertension,169,116,101,120.75,28.8,Moderate
PID-5643,Jacob,Ramirez,391-64-1436,22,Male,B-,Elective,Pneumonia,141,108,101,155.6,38.7,Low
PID-5644,Jill,Ramos,388-21-9708,69,Male,O+,Urgent,Diabetes Type 2,127,103,61,144.48,22.1,Low
PID-5645,Lisa,Chapman,067-40-3678,72,Female,B-,Urgent,Asthma,161,70,88,127.59,35.2,Low
PID-5646,Jason,Foster,602-78-9431,86,Male,B+,Elective,Diabetes Type 2,152,106,106,85.16,34.4,Moderate
PID-5647,Jonathan,Bennett,813-56-4293,81,Female,O+,Emergency,Diabetes Type 2,101,71,95,152.32,,Moderate
PID-5648,Teresa,Peterson,625-76-9423,46,Male,B-,Emergency,Hypertension,100,112,65,119.9,35.9,Low
PID-5649,Brenda,Johnson,038-15-0791,84,Female,A-,Emergency,Hypertension,132,77,69,131.95,34.4,Moderate
PID-5650,Amanda,Spencer,492-30-9461,56,Male,AB-,Urgent,Heart Failure,161,93,96,125.27,25.9,Moderate
PID-5651,Andre,Bullock,853-88-5577,53,Male,A-,Emergency,Pneumonia,91,78,69,73.11,26.4,Low
PID-5652,Frank,Padilla,554-77-6711,70,Female,B-,Emergency,Heart Failure,108,110,85,127.63,36.1,Moderate
PID-5653,Elizabeth,Roberts,295-22-4831,63,Female,AB-,Elective,COPD,144,109,70,85.76,24.0,Moderate
PID-5654,Peter,Fitzgerald,527-67-4875,57,Male,B+,Urgent,Heart Failure,137,116,67,107.27,23.8,Moderate
PID-5655,Christine,Crosby,860-86-7501,71,Female,A-,Urgent,Asthma,106,104,64,110.89,27.6,Low
PID-5656,Brandi,Kim,575-48-8033,37,Female,A-,Urgent,Hypertension,172,80,75,116.73,19.4,Low
PID-5657,Mark,Mckinney,357-97-8519,50,Female,A-,Urgent,Heart Failure,107,77,97,141.09,29.2,Moderate
PID-5658,David,Holmes,114-76-0842,66,Female,B-,Urgent,Hypertension,139,74,103,106.43,34.0,Low
PID-5659,Harold,Jones,764-75-7582,42,Female,O-,Elective,Hypertension,165,71,101,61.62,27.3,Low
PID-5660,Jessica,Lynch,679-81-1213,77,Female,O+,Emergency,Hypertension,126,87,102,146.87,25.4,Moderate
PID-5661,Lori,Evans,554-25-9969,38,Male,A+,Urgent,Asthma,128,75,99,118.9,29.3,Low
PID-5662,Rebecca,Hayes,084-60-0236,75,Female,A+,Emergency,Diabetes Type 2,158,70,88,117.09,22.4,Low
PID-5663,Sara,Christensen,542-39-4304,28,Male,AB+,Elective,Asthma,124,78,83,90.3,30.6,Low
PID-5664,Sara,Cochran,809-35-3377,78,Female,B-,Emergency,Pneumonia,136,73,62,98.92,30.6,Moderate
PID-5665,Ronald,Hodges,164-67-6410,27,Male,B-,Elective,Hypertension,106,108,99,120.53,39.8,Low
PID-5666,Tina,Garcia,187-93-3566,32,Female,AB+,Emergency,Pneumonia,128,116,69,71.23,25.6,Low
PID-5667,Danielle,Clark,515-44-7118,33,Male,A-,Elective,Pneumonia,167,62,103,127.9,30.6,Low
PID-5668,Melinda,Wilson,084-74-4027,63,Male,O-,Elective,COPD,144,100,94,92.75,35.5,Moderate
PID-5669,Chelsea,Odom,855-69-1308,89,Female,B+,Elective,Asthma,108,85,63,127.09,28.9,Moderate
PID-5670,Joshua,Hendricks,591-02-0372,75,Male,AB+,Emergency,Hypertension,167,89,107,79.43,33.3,Low
PID-5671,Joann,Williamson,888-93-9386,85,Male,B-,Urgent,COPD,100,72,109,135.99,37.3,High
PID-5672,Crystal,Jackson,108-57-7668,61,Female,A-,Urgent,Asthma,122,115,97,81.81,28.8,Low
PID-5673,Barbara,Wood,152-72-6967,55,Male,O-,Elective,Hypertension,128,114,84,151.51,,Low
PID-5674,Sandy,Richards,227-48-1466,81,Female,O+,Urgent,Asthma,102,63,65,153.22,30.4,Moderate
PID-5675,Courtney,Sandoval,763-65-8823,26,Male,B+,Urgent,Diabetes Type 2,125,108,98,159.17,30.2,Low
PID-5676,Karen,Webster,476-96-0195,76,Female,A-,Elective,Hypertension,110,79,97,141.79,36.9,Moderate
PID-5677,Kayla,Caldwell,200-17-6465,73,Male,AB-,Elective,Diabetes Type 2,98,60,95,136.56,33.3,Low
PID-5678,Andrew,Garner,125-74-3951,49,Female,AB+,Emergency,Heart Failure,155,95,84,116.91,36.1,Moderate
PID-5679,Kristin,Miller,255-69-2059,43,Female,AB-,Urgent,Asthma,110,77,88,136.1,30.8,Low
PID-5680,Melissa,Rollins,315-18-5164,29,Male,B+,Elective,Asthma,100,86,82,106.96,20.0,Low
